Timestamp,Machine ID,Total Runtime,Temperature,Noise Detection,Vibration Sensor,Impedance,Maintenance Required
2024-01-01 00:00:00,3,7801,21.33080239539435,0,10.488985269849232,53.79736698893793,1
2024-01-01 01:00:00,9,6804,91.76365572363262,0,11.237966843331503,89.38199317063706,1
2024-01-01 02:00:00,5,9237,22.60873579752304,0,5.6304323894091555,72.98274387685306,1
2024-01-01 03:00:00,8,6682,33.044954226098795,1,16.852778119067597,77.30882251914716,1
2024-01-01 04:00:00,4,6871,76.21616970774673,0,8.81995246125329,92.36614098230824,0
2024-01-01 05:00:00,7,3684,40.513387356985774,0,11.189326947346352,79.76322089640317,0
2024-01-01 06:00:00,3,3549,96.59196500249395,0,10.764639881057288,92.56350091952115,1
2024-01-01 07:00:00,5,5671,67.42803359545431,0,10.761416925060386,57.09029276928443,1
2024-01-01 08:00:00,6,2447,91.80541019326608,0,12.489478355930318,74.56202165872128,1
2024-01-01 09:00:00,9,6864,90.06501185009118,0,9.287501420050562,86.04855324259036,1
2024-01-01 10:00:00,6,5630,93.105992042462,1,13.098798550600064,88.43248392767082,1
2024-01-01 11:00:00,2,5553,71.33517540993921,0,10.040083508485129,81.23919943146049,0
2024-01-01 12:00:00,6,9281,48.79693652081012,0,8.394650163080001,81.53342981228288,1
2024-01-01 13:00:00,7,8650,90.2237919585605,0,8.24418218688258,56.08315762399272,1
2024-01-01 14:00:00,6,6624,89.25403537114737,0,8.423005530244826,75.53977020085517,1
2024-01-01 15:00:00,3,6873,82.3736553442381,0,8.117480724678693,83.32027229558005,1
2024-01-01 16:00:00,9,2595,81.07323878808657,0,7.080930789678293,99.5057698877208,1
2024-01-01 17:00:00,5,2162,46.24364333355986,0,9.525841568194833,80.76932807707041,0
2024-01-01 18:00:00,8,7683,72.12137303218958,0,12.717337368691496,96.99690599848657,0
2024-01-01 19:00:00,9,7337,68.41007144917363,0,8.641757452614174,81.86978201685736,0
2024-01-01 20:00:00,9,433,52.9499393550127,0,12.932026255497686,65.52019796669113,0
2024-01-01 21:00:00,1,6064,78.04248390865003,0,8.715905875504651,92.08059316368015,0
2024-01-01 22:00:00,1,7715,99.50200469706496,0,11.394884093131191,94.84158439692405,1
2024-01-01 23:00:00,8,1889,85.7096533601792,0,10.69363192244207,66.13780490503342,1
2024-01-02 00:00:00,4,6920,32.01425169239005,0,11.22183085378087,61.72333930936971,0
2024-01-02 01:00:00,4,4930,44.61692010615049,1,14.528057183652525,51.76902082818881,1
2024-01-02 02:00:00,2,3166,45.903444739586305,0,10.055326989097377,87.12320838260354,0
